"id","initial","page","headword","part_of_speech","gloss","authority","audio_url","source_url"
"1785","m","1","mestlu","sustantivo","el brujo, hechicero","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1786","m","1","meshish","sustantivo","el hongo (planta)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1787","m","1","me’ca, me’cawe","imperative","¡Entre!","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1788","m","1","me’cy","sustantivo","el hígado","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1789","m","1","me’cyshũ","sustantivo","el pulmón","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1790","m","1","me’j, me’jwe","imperative","¡Vaya!","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1791","m","1","me’ju, me’juwe","imperative","¡Ande!","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1792","m","1","me’m-, me’mu-","verb transitive","retorcer","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_826retorcer.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1793","m","1","me’p, me’pwe","imperative","¡Que esté!","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1794","m","1","me’sucue","sustantivo","el culantro (planta)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1795","m","1","mee-","negación","no","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_995no.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1796","m","1","mee-","verb intransitive","estar ausente","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1797","m","1","mee","imperative","¡Diga!","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1798","m","1","meechica","sustantivo","el cucarachero (ave)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1799","m","1","meej","imperative","¡Siémbrelo!","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1800","m","1","meeme","sustantivo","el higuillo (árbol)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1801","m","1","meen","particle","favor de...","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1802","m","1","meerra, meerrava","conjunción","o...o","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1803","m","1","meetjacue","sustantivo","el lomo de machete, embotado","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1804","m","1","meetu’j","sustantivo","la tripa, el intestino","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1805","m","1","mẽpa","imperative","¡Dispare!","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1806","m","1","mẽs, mẽswe","imperative","¡Que esté!","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1807","m","1","mẽs, mẽswe","imperative","¡Déle!","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1808","m","1","mẽ’, mẽ’we","imperative","¡Coma!","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1809","m","1","mẽ’cjwe","imperative","¡Muélalo!","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1810","m","1","mẽ’ne, mẽ’newe","imperative","¡Llore!","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1811","m","1","mẽewẽjy","sustantivo","el gallinazo, galembo (ave)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1812","m","1","micu","sustantivo","el mono, mico (mamífero)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_23Jul2013_033mono.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1813","m","1","mielcules","sustantivo","el miércoles","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1814","m","1","mil","sustantivo","la miel, guerapo de caña sin fermentar","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_304miel.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1815","ñ","1","ñusha mil","sustantivo","miel de caña","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"1816","w","1","wãwã mil, shi’ndy mil","sustantivo","miel de abeja","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=w&page=1&lang=es"
"1817","m","1","mish","sustantivo","1. el gato (mamífero); 2. el espíritu guardián (vitywe’sh)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1818","m","1","mityj","sustantivo","la olla","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_284olla.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1819","m","1","mityj tjũ’wẽ","sustantivo","orilla de la olla","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_285orilladelaollacut.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1820","m","1","mityj yuc","sustantivo","asentadero de la olla","Hablante: Gerdel and Slocum, 1983.","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_286asentaderodelaolla.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1821","q","1","quiwe mityj","sustantivo","olla de barro","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=q&page=1&lang=es"
"1822","m","1","mityj um-","verb transitive","fabricar vasijas de barro","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1823","m","1","mityj umsá","sustantivo","el alfarero","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1824","m","1","mityjáj-","verb transitive","cocinar","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_394cocinar.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1825","m","1","mjĩte, mjĩya","adverbio","¿por qué?, ¿para qué?","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_996porque.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1826","m","1","mjĩi","sustantivo","el trabajo, empleo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1827","m","1","mjĩi-","verb transitive","trabajar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1828","m","1","mjĩi ej","sustantivo","finca, campo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1829","m","1","mjĩi en","sustantivo","días hábiles","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1830","m","1","mjĩini","sustantivo","trabajo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1831","m","1","mjĩisa","sustantivo","el trabajador","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_657trabajador.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1832","m","1","mllinu","sustantivo","el molino","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_288molino.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1833","m","1","mllinu cuet","sustantivo","la piedra de molino","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1834","m","1","msuu","adverbio","donde, ¿de dónde? (para abajo), ¿por dónde?","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=1&lang=es"
"1835","m","2","msuuva","adverbio","dondequiera","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1836","m","2","mtee (mdee T)","adverbio","donde, adonde, ¿dónde? ¿adónde?","Hablante: Gerdel and Slocum, 1983.","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_1028dondecut.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1837","m","2","mtee mteeva","adjetivo","en todas partes","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1838","m","2","mteeva","adverbio","dondequiera","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_1029dondequiera.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1839","m","2","much","sustantivo","los pantalones (de liencillo)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_23Jul2013_090pantalones.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1840","m","2","much","adjetivo","corto","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1842","m","2","much yuu-","verb intransitive","volverse sordo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1843","m","2","much-, muchi-","verb intransitive","acortar, caerse el pelo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1844","m","2","mujm","sustantivo","la guadua (especie de bambú)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1845","m","2","mum tuca","sustantivo","tarro de guadua","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1846","m","2","muse","sustantivo","la arena","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1847","m","2","mush","adjetivo","menudo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1849","v","1","vyuu mush","sustantivo","monedas fraccionarias","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"1850","m","2","mushca (T)","sustantivo","blanco (persona de raza blanca)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1851","m","2","mushclé","sustantivo","el huarango (árbol)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1852","m","2","mutcue","sustantivo","el lulo (planta)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1853","m","2","mutyi","sustantivo","el mote","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_492mote.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1854","m","2","muts","adjetivo","montón, montículo","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_827monton.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1855","q","1","quiwe muts","sustantivo","montículo de tierra","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=q&page=1&lang=es"
"1856","m","2","mutsu-","verb intransitive","formar chupo (tumor)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1857","m","2","mutsu-","verb intransitive","estar disgustado","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1858","m","2","muvijty-, muvityíi-","verb intransitive","mudarse de casa, quitarse de, retirarse de","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1859","m","2","muuse’j-, muuse’je-","verb transitive","desmenuzar, hacer polvo de","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1860","m","2","mushi’j-, muushi’ji-","verb transitive","1. despedazar 2. dar cambio (dinero)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1861","m","2","muutsu’j-, muutsu’ju-","verb transitive","amontonar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1862","m","2","muuwe’sh","sustantivo","indígena guambiano","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_493indigeniaguambiano.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"1865","p","4","pnamicu","sustantivo","amigo con amigo","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_495amigoconamigo.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=4&lang=es"
"1868","y","2","yat namu","sustantivo","dueño de la casa","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_731duenodelacasa.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=y&page=2&lang=es"
"1887","p","2","pcaaca","sustantivo","sobrino o sobrina con el tío","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=2&lang=es"
"1897","p","2","pchi’c","sustantivo","padre o madre con el hijo","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_204padreomadreconelhijo.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=2&lang=es"
"1900","p","2","pduj","sustantivo","suegro o suegra con el yerno","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=2&lang=es"
"1902","p","2","pdyi’sh","sustantivo","hermano con hermana","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=2&lang=es"
"1904","p","2","pdyiy","sustantivo","hermano con hermana","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=2&lang=es"
"1914","p","4","pney","sustantivo","padre con hijo o hija","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=4&lang=es"
"1925","p","4","pneeney","sustantivo","padrino con ahijado o ahijada","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_166padrinoconahijadooahijada.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=4&lang=es"
"1929","p","4","pneejĩ’j","sustantivo","madrina con ahijado o ahijada","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=4&lang=es"
"1950","p","4","pniisa","sustantivo","padre o madre con la hija","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=4&lang=es"
"1953","p","4","pniish","sustantivo","abuelo con nieto o nieta","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_171abueloconnietoonieta.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=4&lang=es"
"1956","p","4","pnjĩ’j","sustantivo","madre con hijo u hija","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=4&lang=es"
"1959","p","4","pnjĩ’yacue","sustantivo","tía con sobrino o sobrina","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=4&lang=es"
"1977","p","4","ptyi’nsa","sustantivo","cuñada con cuñada","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=4&lang=es"
"1979","p","4","ptsun","sustantivo","abuelo o abuela con nieto o nieta","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_175abuelooabuelaconnietoonieta.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=4&lang=es"
"1981","p","4","ptsu’m","sustantivo","cuñado con cuñado","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=4&lang=es"
"1983","p","4","ptsu’wa","sustantivo","cuñado con cuñada","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=4&lang=es"
"1985","p","4","ptsuuts","sustantivo","sobrino o sobrina con tía","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=4&lang=es"
"2022","m","2","muypesa-","verb transitive","traer (a través)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=m&page=2&lang=es"
"2053","p","5","pyacj","sustantivo","hermano con hermano, o hermana con hermana","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_163hermanoconhermano.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=5&lang=es"
"2061","ñ","1","ña (yã)","sustantivo","la yuca (planta, de raíz comestible)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2062","ñ","1","ña ej","sustantivo","el yucal","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2063","ñ","1","ña ũ’we","sustantivo","harina de yuca","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2064","ñ","1","ñaja- (yãja-)","verb transitive","chuzar, punzar","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_515punzar.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2065","ñ","1","ñandy (yãndy)","sustantivo","el nevado (ej. Nevado de Huila)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2066","ñ","1","ñaña","adjetivo","desdentado","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2067","ñ","1","ñauñú","sustantivo","la curuba (fruta)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2068","ñ","1","ñavytuć","sustantivo","la coral (culebra)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_23Jul2013_037coral.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2069","ñ","1","ñeese-","verb intransitive","tener ’sensaciones’ en el cuerpo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2070","ñ","1","ñiñ","sustantivo","el grano, la pepita","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_250grano.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2071","ñ","1","ñiñ acj-","verb transitive","echar grano, cargar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2072","ñ","1","ñiñ-, ñiñi-","verb intransitive","prender (candela)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2073","ñ","1","ñucue","sustantivo","el tío (hermano del papá)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2074","ñ","1","ñujne","sustantivo","la sala","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2075","ñ","1","ñun (yũn)","sustantivo","la fruta","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_402fruta.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2076","ñ","1","ñun-, ñunu- (yũn-)","verb transitive","dar fruto, cargar","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_634darfruto.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2077","ñ","1","ñunda (yunda)","sustantivo","pajonal, sabana","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2078","ñ","1","ñunda alcu (T)","sustantivo","el zorro (mamífero)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2079","ñ","1","ñunz (yujnz)","sustantivo","la aguja","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_839aguja.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2080","ñ","1","ñunz cafy","sustantivo","el ojo de la aguja","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_948ojodeaguja.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2081","ñ","1","ñunz vits","sustantivo","la punta de la aguja","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_841puntadelaaguja.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2082","ñ","1","ñus (yũs)","adverbio","triste","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2083","ñ","1","ñusñus","adverbio","muy triste","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2084","ñ","1","ñus-, ñusu- (yũs-)","verb intransitive","estar triste, entristecerse, afligirse","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2085","ñ","1","ñus cnay-","verb intransitive","padecer","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2086","ñ","1","ñus pu’ch-","verb transitive","condolerse, compartir la flicción de otro","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2087","ñ","1","ñusna ũs-","verb intransitive","estar triste","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2088","ñ","1","ñuspa’","adverbio","agradable, apetecible","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2089","ñ","1","ñussa","sustantivo","la tristeza, angustia","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2090","ñ","1","ñusu en","sustantivo","la desgracia","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2091","ñ","1","ñusha","adjetivo","dulce (sabor)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_232dulce.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2092","ñ","1","ñusha","sustantivo","la caña de azúcar (planta)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
"2093","ñ","1","ñusha beca","sustantivo","el guarapo, chicha de caña de azúcar","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_403guarapo.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=%C3%B1&page=1&lang=es"
